"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
28.4277450820652,"G9949","HI",2019-03-22,"Medium","Fair","Medium","Long","Hot","Steam plant","Yes","Checked","Ceramic","Rough",37.0204994074295,16.4573012241741,28.0556031341214,28.7298588120886,26.5346550102477,28.6311918865701,32.6678220295201,22.6070279645315,29.1382425448397,NA,34.7956741418447,15.7088801708123,27.354977265226,42.1255359546704,28.4180283387583,62.6948099321812,45.7062809472099,47.7753519629999,NA,41.7975346761613,NA,30.0456343086287,NA,17.9219758222821,13.9369429351708,44.7676825659698,23.6960153107213,NA,22.0395732437688,3.73498210145443
27.0793602355561,"G9950","HI",2019-03-30,"Medium","Cheap","Medium","Short","Warm","Storage tanks","No","Under review","Metal","Smooth",33.8073731865861,37.2869709523196,43.3260148575878,35.4474960104477,34.2262287843717,43.4274475608421,42.568540262176,35.5167826902695,28.6561490881438,39.0479787669159,61.6972528472196,78.6256578802449,74.0045084948654,63.5883154172963,77.5613105367409,73.3605205233836,76.8308234975471,62.5329700800359,62.4951438622347,76.5211478582967,60.9541929254765,39.5101514058226,51.5122138975806,41.8881260758954,59.8448864513904,46.3407120478649,31.6394990028673,42.431430278634,53.3699589752335,42.7927726662155
27.7781719396914,"G9951","HI",2019-04-05,"Low","Expensive","Medium","Long","Warm","Storage tanks","Yes","Under review","Plastic","Smooth",19.7790771945061,17.0306292859956,16.1439848100875,14.9875787796469,3.95416832696593,20.8735171195755,8.19751840886114,12.0269900520162,14.9454743255574,8.11955292704991,69.2885350758542,31.7101263125323,52.5194597784185,47.8829969705685,37.8392710148694,61.3653657424679,48.8679606198401,44.7065903431131,61.7981668099884,70.3962461384312,-65.163945805755,-51.9398264763081,-48.9926478424514,-43.0939676614149,-42.7432304561763,-39.9667060548706,-53.0357655675568,-45.3798485181094,-58.6773455328495,-66.578454645914
30.7814643738629,"G9952","HI",2019-04-12,"Medium","Expensive","Medium","Long","Warm","Steam plant","No","Checked","Metal","Rough",29.236691162872,25.9821412871689,31.8400252643618,38.2832220049795,34.3632219456092,27.3680483799983,24.9520117122324,26.0526899129205,27.32769897429,27.3957434842393,60.2975817387481,66.1587710637795,59.5825396843388,63.6183340822467,57.6733609847341,56.5799237087824,79.0297103853588,45.346189146897,60.8346575471528,52.0181215911892,80.1126096730796,45.7290350301084,65.6142597916394,68.3123914615371,64.845291155598,47.7180275090853,61.4811238584706,68.3562809091857,49.3236424975096,64.0740077673164
21.6417318335181,"D15","ZX",2019-04-20,"Low","Fair","Medium","Short","Cold","Storage tanks","No","Under review","Ceramic","Smooth",7.24471874051137,10.3480995823415,18.0332545578308,5.58422701279261,357.308346340433,327.138839538675,18.113164083262,15.1292533235954,10.7371704555405,10.7180223075022,61.7806468885242,75.5972034504417,65.4050897873179,330.267730162013,77.1501354791778,64.4686721923313,68.1354575163276,330.761012451258,68.8762959410206,77.1729091613829,107.815928247584,78.7384875919117,328.721924340352,102.816948432305,115.436271377604,354.646473941393,82.8206189386157,84.8968399601269,356.433240829501,93.4472108837322
12.537869533488,"D16","ZX",2019-04-27,"Medium","Cheap","Fast","Short","Warm","Steam plant","Yes","Checked","Plastic","Rough",13.4643433555067,17.6618379224892,14.1795100213907,25.0587460548068,327.594760507345,362.888581566513,13.4409020135014,17.6288017400587,NA,12.8032871800999,14.8326445609558,38.9751323982586,37.0402805347908,352.945672690403,53.4260350744059,33.1854910892084,40.2952133813534,355.873988771345,46.4732040341112,26.3870042718018,65.4886181680207,58.0833248117162,326.288514658809,86.1802484355,51.8943750060248,324.453491128515,70.5959317119478,64.9674822555863,326.921480654273,71.2049421712682
16.0540905052242,"D17","ZX",2019-05-04,"Low","Expensive","Fast","Short","Hot","Storage tanks","No","Uncertain","Ceramic","Textured",37.1164807357104,37.1040652968293,27.3238264406709,35.9790391159083,359.908946561627,343.310196702369,32.6863002554002,28.4424182421348,36.1875394729407,37.9190402751532,46.7748449625209,60.9539036166924,49.3577390995866,339.901431666221,42.4060741113579,53.0300984567391,47.6577356967522,356.674606229644,60.1125195759296,57.5756631816879,83.3881308921236,43.2507177080522,350.475192226004,60.4100532521403,80.363604426554,344.895289575215,64.2429767163243,53.88899166398,339.533994223457,54.9427806878045
26.0126836767673,"D18","ZX",2019-05-11,"Low","Expensive","Medium","Long","Warm","Control room","No","Under review","Wooden","Rough",13.4723059789658,-0.721123916700321,13.0902248396686,10.5054422081337,358.61838078592,321.645016903058,0.60963201096556,8.83163779142949,6.76482823355396,4.03420188159632,89.6266352607749,97.3182037487561,90.2596509119224,336.071749688126,84.1249601017834,87.4447570458993,88.8833619951592,367.978502919432,89.2057778557592,93.3972645184292,46.6529773879086,32.0644344312068,366.706397063099,32.3779651882428,46.5747347800536,322.711512253154,38.8421736453173,14.4178057729419,352.553221390117,47.6963431517879
37.1891080328613,"D19","ZX",2019-05-18,"Medium","Expensive","Medium","Long","Hot","Storage tanks","Yes","Under review","Wooden","Smooth",29.9734617949359,42.6379033495697,37.6220250309525,31.6804936130083,369.740508315153,334.102867129259,33.2448968543749,32.2472109771874,39.2345853424223,29.3270058721652,91.4259629714214,73.7435407999256,73.9440066576332,346.118989172392,84.7505536557047,85.7268918425825,63.8849214678451,347.924666786566,91.0151465184514,71.7442579442554,52.0271404101745,40.18025488134,364.874750310555,43.7018971910023,50.3370730826802,340.822010829579,53.8263586867871,56.6177891404456,334.08234302653,32.3264199039046
6.90607687456306,"D20","ZX",2019-05-25,"Low","Expensive","Medium","Very Long","Warm","Storage tanks","No","Checked","Ceramic","Rough",9.47080043142385,22.500706566602,18.4606776816628,13.3565638186533,350.890830804128,369.517573486082,15.0408562238905,12.3767760986667,5.1360048765141,13.1822721159785,89.2068672889007,79.2890932884796,84.9304300544777,361.795173659921,79.7762882116023,88.7044611045632,85.0578200823748,365.031073770951,91.424099618555,79.8879409648294,-20.4071633607973,-1.80868927430665,366.548041782808,-33.5901819267058,-9.94622419505956,329.018969733734,-12.8307498535345,-8.90814596110964,356.605465388857,-26.2315733864244
20.7876920489114,"D21","ZX",2019-06-01,"High","Expensive","Fast","Long","Hot","Storage tanks","Yes","Under review","Ceramic","Textured",13.4445951571803,9.75895202338627,18.3660410935199,13.4571704305056,343.311637341976,362.234279436525,9.6427587369957,2.35653316687324,11.5966618774195,9.71692180543149,85.3856801373515,91.5712416993448,80.1907276264551,349.450616356917,95.423940057611,79.7609769894726,82.2381531025233,331.717010964639,87.9342932388905,89.7194243859832,-0.665177440917343,-8.13083241784601,354.313702327199,6.16582894238263,8.44301177198107,369.306491028983,-9.2699031908583,-46.7379066908634,355.95934844343,-9.28077105215988
16.2759138051506,"D22","ZX",2019-06-08,"High","Expensive","Medium","Short","Hot","Storage tanks","Yes","Under review","Ceramic","Textured",7.81282414241761,14.8503223797484,12.0509976001476,8.05634493895649,369.487754807342,348.086440556217,12.8506883615981,17.2590148744731,3.82938459423681,4.00606323177373,44.6481516639362,35.1290448100288,45.2763530125622,335.551299753133,41.5430528285325,36.7831225468412,47.4620508523641,329.463875705842,62.1899689687175,56.986903153108,28.4934511153935,19.1236869747924,340.736557093915,11.1528326352914,-4.55328767158452,347.152155246586,2.58426674288272,7.44535911799783,322.453332452569,6.49686192201378
22.6478010701729,"D23","ZX",2019-06-15,"Low","Expensive","Slow","Long","Warm","Steam plant","Yes","Uncertain","Ceramic","Rough",22.2503576330524,34.7673073051666,38.2393073583229,35.9680992110755,352.547356374562,324.653885308653,28.6036702209481,35.4721891766342,NA,39.1947331424821,24.0702940654812,43.9888747227962,32.2250201357217,323.087476652581,36.8333378462677,36.8609398093095,41.7672399347732,340.860656769946,18.3238492639968,25.6613563278257,65.1995559282207,90.7577048747928,348.821808402427,76.114959317647,83.3371192264776,365.062977494672,48.8248461189889,73.9726894723226,362.635235877242,80.6266218059823
18.1899422507807,"D24","ZX",2019-06-21,"High","Cheap","Medium","Very Long","Warm","Steam plant","No","Uncertain","Ceramic","Rough",36.9455420761348,30.2423180522119,28.3623573781137,33.8008993161354,321.100982469507,361.014461778104,26.3172969445903,32.7399648556916,38.6829084094056,36.4738821478607,64.7775675187774,79.1169402610015,79.9090759120782,349.946972196922,65.5441467005988,63.4194400081319,71.0255776334246,359.336783497129,63.9435169466192,65.439499866222,24.5146150569096,43.8656911149568,328.387126587331,39.1821045261432,18.5056095614611,323.062661073636,39.2406334122373,32.735233428846,360.948853071313,34.0677648068233
19.6707393402479,"D25","ZX",2019-06-28,"Low","Cheap","Slow","Long","Warm","Steam plant","Yes","Under review","Wooden","Textured",-0.182695333946902,12.6463993087783,6.84028138617252,-4.21550469483942,342.406221786514,323.222278831527,5.20651169080226,-3.91743527211797,-12.4613355843673,-6.29094001275877,78.5602260446524,82.2878864907903,76.7373282301591,328.4144194494,64.0261020914538,80.6346291581665,86.1643851112972,369.144618900027,83.3976307437937,82.6425760368893,10.1225668805866,20.9526152373019,322.922942698933,17.9621564102348,5.05179617805251,362.451497213915,-8.93617823255242,15.4754372582625,343.785372171551,15.2543657628119
18.1254335122257,"D26","ZX",2019-07-05,"Medium","Fair","Fast","Short","Hot","Control room","No","Uncertain","Wooden","Textured",44.1448113018002,29.5299974861634,30.8889792892051,34.3326460106163,353.14423575066,358.85449670488,23.245263300219,35.1406644034094,36.8613924986209,29.4251958101872,46.9817054871798,81.0319063093579,74.7841242154777,320.005927600432,51.373345111297,69.7942305924095,48.8070721707055,339.755025964696,70.374959598865,48.3123710595024,8.95944902074804,-0.00262399328966811,361.640042711515,-2.69051690812115,20.9989602380368,327.451673783362,-10.2147914747456,11.8671901905984,357.244498787913,2.11564179217988
32.8144384676793,"D27","ZX",2019-07-12,"Low","Cheap","Fast","Long","Warm","Steam plant","No","Checked","Wooden","Smooth",17.6138331176572,24.2179771215027,20.556800484147,20.6344847865555,360.215547103435,340.84076871397,29.9327358022314,25.1997872205094,30.7305712980044,24.9296038377337,103.497267041652,95.2770916697887,87.5348257238052,336.359968052711,84.2763455966469,109.571415883144,94.9785425652369,320.844385311939,91.3237267632741,85.3506976715739,-20.3360758607164,-29.6379773513742,336.134830971714,-23.4470162788251,-7.81171130803023,337.256531585008,-25.5120241393435,4.38457296326172,342.370404400863,-34.4004440151993
20.6228877466464,"D28","ZX",2019-07-19,"Medium","Fair","Fast","Short","Hot","Steam plant","Yes","Uncertain","Wooden","Textured",22.5719291536868,24.1013798740907,23.460098117183,26.2478734201482,353.084914751817,349.458000801969,26.7878834158818,26.0287350525269,NA,26.7786884737713,74.4161232818899,81.9503493206002,86.0266200875547,348.7992520025,86.1439750485235,79.0601853663648,86.0199799928616,340.786700758617,74.7545450950122,80.8182590553414,92.2403486994472,78.8823472515911,341.295347064734,111.534063957811,78.7582188928857,344.068168993108,85.9495594114551,94.658284694694,348.706120315474,85.2974057764049
10.2193612294112,"D29","ZX",2019-07-27,"Low","Expensive","Fast","Very Long","Warm","Control room","Yes","Under review","Ceramic","Textured",30.0030914270591,40.9060355439052,38.1992153150762,45.4079596951608,330.361707909033,337.897325113881,38.1683576328695,38.4695839720878,30.8626710825748,42.9284391670777,102.093309119469,103.585083015698,101.245833476677,337.938856594265,114.027298470023,112.392141610557,103.780214694076,328.507788158022,93.7528401518002,106.000378886549,72.6696060353405,41.6161033096856,322.448681509122,34.2783045110584,58.2387936773828,329.518364397809,54.1679528418664,56.9252480409227,342.035064105876,49.502029784377
16.1030088774472,"D30","ZX",2019-08-02,"Low","Expensive","Slow","Long","Warm","Storage tanks","No","Under review","Ceramic","Textured",22.2566233235934,21.4159167267827,29.8059994183964,23.0724131853164,348.298210422508,354.366688400041,19.7448253692615,29.367479855757,NA,13.8846826344039,28.7002912630388,32.9753219537366,41.3122946393899,338.835361965466,47.1151440292881,37.2782135644953,30.021829360509,341.138513169717,42.2090641825163,32.1018655741959,93.9849997687438,77.9661885843041,349.017165955156,99.5369168255434,80.6255871171082,329.551389561966,96.3809353417868,96.4505512065956,342.279451030772,68.1073000030066
12.0795713345755,"D31","ZX",2019-08-09,"High","Expensive","Medium","Very Long","Cold","Storage tanks","Yes","Under review","Plastic","Smooth",0.938490552153087,-0.24230155375406,-6.91726618599484,6.36404527199755,348.801276301965,352.987093925476,2.19308213899999,2.61379340707494,-1.26972956076335,3.78970661006246,81.2698652208841,83.1878670798183,104.29668961224,331.788963433355,89.8875090310082,89.6608300809722,105.615326639744,330.176042874809,91.7184481460929,114.838642743028,-8.17577884815365,-18.486856698606,325.792942096014,-15.286450573665,-26.0014287393247,332.284417764749,-22.8627331911371,-15.659408895293,323.740168421064,-26.0209472011877
17.3984996963907,"D32","ZX",2019-08-16,"Medium","Expensive","Fast","Long","Hot","Control room","Yes","Checked","Ceramic","Smooth",-5.40012263280445,-3.67402249042374,-3.14407826754158,1.22911407251088,334.387451764196,346.224011101294,4.49382203260235,-3.69213696020825,2.97703922291592,11.7281370767737,51.8728241577135,55.6694101997474,50.5299281101278,360.789789380506,75.9083634734878,52.896568605282,53.2697592482202,340.218132960144,55.115048438341,42.9344646617206,-10.239446876993,-17.2608283392319,350.316381633747,-2.61248585459187,11.063211018643,330.535379033536,-21.3277511761181,2.27370613755929,359.435913960915,-23.6685467732831
10.995655525101,"D33","ZX",2019-08-24,"Low","Expensive","Fast","Short","Warm","Steam plant","No","Uncertain","Ceramic","Rough",-3.24222955416738,0.695039222255155,-6.53040742435962,-0.986677398619916,369.53255931614,337.028043302707,-0.395603827570476,2.67928956458244,-0.350385647524052,-0.221996064940599,14.5943174978704,40.374264139545,45.7743652387347,349.214454744942,39.1041685277316,38.6755342022825,24.8523240732702,326.822552578524,33.1351522834045,37.3970437299167,-0.545576371782223,2.38144081008271,343.515727790073,33.4106295870883,28.923293492331,356.577456921805,7.76730251024739,8.57887706284048,369.890549294651,34.7690120973165
22.3836464585746,"D34","ZX",2019-08-31,"Medium","Cheap","Fast","Long","Hot","Storage tanks","No","Checked","Ceramic","Rough",24.3893762946059,17.2167563952683,23.0117294686861,26.7560609973465,348.289176488761,365.09591992246,29.0168923620195,18.8273229301774,NA,12.5035627181265,87.017890271804,86.6431802032616,100.400067827482,331.931008752435,89.428895379206,90.1714340641273,100.623358686422,356.144987808075,95.2108860243899,109.469851336599,-25.3497467550743,-43.6022714024636,331.582433537114,-36.8313987022122,-31.8109286505278,352.378070103005,-31.0221381157207,-42.2853096800871,329.457814204507,-49.9026696191126
24.0632059006397,"D35","ZX",2019-09-07,"High","Expensive","Fast","Long","Warm","Storage tanks","Yes","Under review","Metal","Rough",19.6278327936624,37.896388171869,26.5217314924549,24.3860845369917,330.576335433871,333.997970183846,28.9067439452399,27.1094836308262,39.5393834868452,20.5278778641482,66.1001426378281,57.0903135353184,41.28876228874,329.23848740058,36.6180480905978,40.8475963723953,43.5452353672537,363.847808428109,38.9815991564158,46.2511868561451,102.570144656599,92.3758176929306,366.728627418634,88.5591460185113,93.5183663708751,346.332719367929,81.095537073779,82.7353110327241,356.245644290466,105.601431124506
10.9733682765564,"D36","ZX",2019-09-14,"High","Cheap","Slow","Very Long","Hot","Control room","Yes","Uncertain","Ceramic","Smooth",26.9942694382688,23.0629223348779,18.3388702444073,30.0747010055965,363.24760264717,322.861629135441,20.6219109202603,22.2639398190696,NA,25.4260560383665,86.1401658368483,101.443331014549,83.9464733289544,356.560669750907,83.2713055086177,69.6695373361686,80.1979584829119,321.51718899142,90.7408495539567,87.6932516058789,79.6283886728871,71.9465008054791,320.843789568171,67.950564285297,68.9752626659524,328.324197353795,69.6815195732525,77.8966211289901,355.871976055205,59.7531031729267
23.9069289718696,"D37","ZX",2019-09-20,"Low","Expensive","Medium","Short","Warm","Storage tanks","Yes","Under review","Ceramic","Textured",35.521735864916,34.4410795414331,34.9428075041436,36.4317533916931,330.114251531195,352.915896130726,32.3206473615521,39.2617471922806,32.4506219147272,29.7474421176515,110.662993950545,107.634978761387,114.210162710195,364.12786551984,105.448778561873,94.8501260925816,102.058605108656,352.383913837839,101.172626844296,87.7179226891971,-50.5744199512396,-23.9123076393437,368.666977218818,-35.2129706698949,-63.3994971999314,323.253896196838,-55.1624196009129,-36.1079853356722,322.858329412993,-44.5917378863671
7.71602231869697,"D38","ZX",2019-09-28,"High","Fair","Fast","Very Long","Warm","Control room","Yes","Uncertain","Ceramic","Textured",24.2148623064629,20.5033858229031,32.030821756843,31.1031169085682,363.693801865447,358.229656207841,31.0481835371792,33.4483747124948,NA,18.172148186673,40.7174574633382,62.0685425908469,64.2193404612427,355.60841800645,49.9128577944907,59.3021477169691,69.9938153631721,360.740925329737,49.8326177793286,64.8054904246704,58.7454205672839,55.6516127276762,338.644102604594,57.2268809586245,36.9946329119361,368.999232403003,60.396666136358,81.0003967789343,340.292981364764,66.7174709921563
18.8464430673277,"D39","ZX",2019-10-04,"Low","Fair","Slow","Long","Hot","Steam plant","No","Under review","Ceramic","Textured",8.35890846362411,-0.961697996236516,-0.167184730383516,1.49664436168182,321.407403533813,342.322364419233,3.44687058683341,4.4554305184438,4.7099921275474,0.783357690470114,89.2910474177079,90.2222128231888,70.7851142325609,360.746294008568,81.9307666512349,92.5707557102702,91.4717524736936,332.832693068776,79.4461342125556,84.2772130651598,50.4879394639698,59.9434609713111,365.08913801983,44.5249235942997,51.8928626640559,320.108918291517,48.4386564774259,32.1526023902437,352.320393482223,70.082687929552
16.9526527872208,"D40","ZX",2019-10-12,"Medium","Expensive","Fast","Short","Hot","Steam plant","Yes","Under review","Ceramic","Rough",14.6517041753683,23.5678195804318,16.778949125635,20.7991585412465,357.504042475484,343.517375870142,12.3846768832702,11.9280292971361,9.797252932278,10.590647383995,63.2712674310478,72.4448802489586,71.4563062592972,353.384405379184,58.3392959127549,73.6124211293734,74.9487973041736,345.914271885995,81.9669756638882,84.5612706515681,76.2305952984516,78.8034886442737,360.539053420071,62.5881107511871,75.2991514948156,346.188200036995,51.7594301044776,58.12321421254,359.695366681553,71.1746354163522
11.1967437532874,"D41","ZX",2019-10-19,"Medium","Expensive","Fast","Short","Warm","Storage tanks","No","Under review","Ceramic","Textured",19.0642961058895,6.80712434558131,10.9941674899806,11.5102619900585,344.038908083457,363.323138880078,15.1447495150876,18.4884819206098,9.23634658870317,25.0088855059976,62.1723620790168,50.0670649820834,76.2078206851637,330.268305731006,73.6217378009118,55.1772023469872,55.8899876690514,356.952598020434,75.6903078717624,72.247562242156,-11.4903160168852,-19.8750014488114,364.257379451301,-21.8436586964127,-48.4665857224632,368.891942400951,-45.3996932740975,-55.2633310550893,340.941868377849,-27.2537599881978
14.8772272950774,"D42","ZX",2019-10-25,"Low","Expensive","Fast","Short","Hot","Storage tanks","No","Uncertain","Plastic","Rough",31.0520562529267,22.000805032797,33.4035236616378,24.1577482639377,336.043340461329,339.132727838587,31.9315816938619,25.205152627642,31.4834695318049,32.4808246627188,54.3919897745525,46.0279854636979,76.6095404863764,337.2038902645,62.3574470446572,54.3493647369578,75.1342040689967,340.155236730352,52.870018876442,72.6140533038004,-22.764800638578,-37.8101153653005,339.968513096683,-27.1017333838792,-16.7043615731603,334.92402512813,-34.964974045031,-15.2134402044376,328.233631821349,-18.837777637997
30.9358423831737,"D43","ZX",2019-11-01,"Medium","Expensive","Medium","Long","Warm","Steam plant","No","Uncertain","Ceramic","Rough",20.2631199902059,17.3520129273728,24.2057118621155,21.3523665719315,357.195430474821,321.883931038901,23.8082178167193,25.3996992094306,NA,25.4745999351948,63.52806617372,62.2436721106282,79.6074002860546,346.433740160428,82.1524656398494,80.7068023620186,65.3763237289698,365.141467323992,69.7532605629953,86.3007107217794,28.5687752857147,33.7268469426775,355.533546993975,21.5966007935841,19.863092863658,321.667828520294,33.254800371719,27.7139506149917,355.112134250812,52.4994383653039
20.0814682875571,"D44","ZX",2019-11-09,"Low","Cheap","Medium","Long","Warm","Storage tanks","No","Checked","Ceramic","Rough",10.8233687489678,-1.01803078778444,6.80208504848742,14.4335908328986,356.200245143846,362.075138690416,5.02380419237619,4.19760331761708,2.47606679832741,-4.51723222580006,80.8635116699748,97.514284884558,82.1108560513066,347.808781492058,89.2412443872998,85.1088045876831,75.1529289591207,361.607359715272,67.5358603277134,83.5184998596527,-38.5951001679328,-34.8668967976209,355.932777682319,-34.4961720224722,-15.1718564339999,337.617492971476,-33.0261302788617,-53.0142884050796,353.682091231458,-43.3576656330264
11.9167477821471,"D45","ZX",2019-11-16,"Low","Expensive","Fast","Very Long","Warm","Storage tanks","Yes","Under review","Wooden","Textured",42.9139119146759,36.56507374446,39.4220946953188,36.088071923058,347.079115726519,325.638327670749,38.893650492643,34.2384701531869,NA,45.8711535058853,83.2256186933997,92.0040398327841,82.4006974521031,350.33444150351,91.042123713296,100.146301985611,95.7314566082226,366.45240122918,98.0052175918531,72.9326279670033,-42.6271992587238,-45.9634669890417,363.88417750597,-31.4990032414992,-46.3054194730621,362.433394119143,-63.01643268389,-39.6559507587102,322.056859305594,-35.0769437501896
